productNo	availability	warehouse	price	priceSpec	priceSpecQuantityFrom	product	description	manufacturer	range	EAN	size	gender	notes_top	notes_middle	notes_base	colour_shade	priceMoc	category_root	category
178283	1	01111000	123.01			4711 Floral Collection Daisy Eau de Cologne - tester 100 ml (woman)	Eau de Cologne - tester	4711	Floral Collection Daisy	4011700757343	100 ml	Female	Bergamot,Honeydew melon,Freesia	Daisy,Jasmine,Peony	Vanilla Flower,White Wood,Musk			Perfumes	Eau de Cologne - tester			
178287	9	01111001	416.79			4711 Pure Breeze Of Himalaya Eau de Cologne Intense 100 ml (unisex)	Eau de Cologne Intense	4711	Pure Breeze Of Himalaya	4011700750344	100 ml	Unisex	Pink Pepper,Bergamot,mandarin	Mountain Air,Lily-of-the-Valley,Rose	Musk,Ambroxan,Cashmeran			Perfumes	Eau de Cologne Intense			
178250	4	01111001	202.85			4711 Remix Green Oasis Eau de Cologne 100 ml (unisex)	Eau de Cologne	4711	Remix Green Oasis	4011700749232	100 ml	Unisex	Lemon,Dragon Fruit,Watermelon	Plum,Magnolia,Water Notes,Gardenia	Cedarwood,Sandalwood,Musk			Perfumes	Eau de Cologne			
132354	7	01111001	89.49			A&Z MED Disposable surgical certificated mask 50 pcs	Three-layer protective mask	Ochranné pomůcky	Respirators & Masks	8682742370706	50 pcs							Cosmetics	Mask			
17809	13	01111001	511.34			Abercrombie & Fitch Authentic Man Eau De Toilette 100 ml (man)	Eau De Toilette	Abercrombie & Fitch	Authentic Man	085715166012	100 ml	Male	Grapefruit,Bergamot,Pink Pepper	Ginger,Sage,Lavender	ClearWood,Suede,Oakmoss			Perfumes	Eau De Toilette			
164340	8	01111001	346.12			Abercrombie & Fitch Authentic Man EDT 50 ml + SG for Body & Hair 200 ml (man)	Gift Set EDT	Abercrombie & Fitch	Authentic Man	085715169877	1 pcs	Male	Grapefruit,Bergamot,Pink Pepper	Ginger,Sage,Lavender	ClearWood,Suede,Oakmoss			Perfumes	Gift Set EDT			
138802	66	01111001	585.15	561.75	48	Abercrombie & Fitch Authentic Moment Man Eau De Toilette 100 ml (man)	Eau De Toilette	Abercrombie & Fitch	Authentic Moment Man	85715169525	100 ml	Male	Cinnamon,Apple,Cypress,Bergamot	Neroli	Sandalwood,Musk,Amberwood,Vanilla			Perfumes	Eau De Toilette			
142389	51	01111001	287.51	276.17	48	Abercrombie & Fitch Authentic Moment Man Eau De Toilette 30 ml (man)	Eau De Toilette	Abercrombie & Fitch	Authentic Moment Man	085715169501	30 ml	Male	Cinnamon,Apple,Cypress,Bergamot	Neroli	Sandalwood,Musk,Amberwood,Vanilla			Perfumes	Eau De Toilette			
157403	117	01111001	366.14	351.67	48	Abercrombie & Fitch Authentic Moment Man Eau De Toilette 50 ml (man)	Eau De Toilette	Abercrombie & Fitch	Authentic Moment Man	085715169518	50 ml	Male	Cinnamon,Apple,Cypress,Bergamot	Neroli	Sandalwood,Musk,Amberwood,Vanilla			Perfumes	Eau De Toilette			
138801	44	01111001	430.54			Abercrombie & Fitch Authentic Moment Woman Eau De Parfum 100 ml (woman)	Eau De Parfum	Abercrombie & Fitch	Authentic Moment Woman	85715169624	100 ml	Female	Red Fruits,mandarin,Rhubarb	Rose,Jasmine	Ambroxan,Cedarwood,Patchouli,Musk,Leather			Perfumes	Eau De Parfum			
144613	31	01111001	280.03			Abercrombie & Fitch Authentic Moment Woman Eau De Parfum 30 ml (woman)	Eau De Parfum	Abercrombie & Fitch	Authentic Moment Woman	085715169600	30 ml	Female	Red Fruits,mandarin,Rhubarb	Rose,Jasmine	Ambroxan,Cedarwood,Patchouli,Musk,Leather			Perfumes	Eau De Parfum			
142388	14	01111001	300.54			Abercrombie & Fitch Authentic Moment Woman Eau De Parfum 50 ml (woman)	Eau De Parfum	Abercrombie & Fitch	Authentic Moment Woman	85715169617	50 ml	Female	Red Fruits,mandarin,Rhubarb	Rose,Jasmine	Ambroxan,Cedarwood,Patchouli,Musk,Leather			Perfumes	Eau De Parfum			
131373	117	01111001	613.37	589.01	48	Abercrombie & Fitch Authentic Night Man Eau De Toilette 100 ml (man)	Eau De Toilette	Abercrombie & Fitch	Authentic Night Man	085715005298	100 ml	Male	Apple,Rhubarb,Lotus	Vanilla,Lavender,Clary Sage	Tonka Bean,Leather,Oakmoss			Perfumes	Eau De Toilette			
152465	61	01111000	15.68	14.95	48	Abercrombie & Fitch Authentic Night Woman Eau de Parfum - X sample 1 ml (woman)	Eau de Parfum - X sample	Abercrombie & Fitch	Authentic Night Woman		1 ml	Female	Black Currant,Apple,Pink Pepper	Tuberose,Jasmine Sambac,Magnolia	Patchouli,Sandalwood,Cedar			Perfumes	Eau de Parfum - X sample			
133848	181	01111001	541.98	509.41	120	Abercrombie & Fitch Authentic Night Woman Eau De Parfum 100 ml (woman)	Eau De Parfum	Abercrombie & Fitch	Authentic Night Woman	085715000750	100 ml	Female	Black Currant,Apple,Pink Pepper	Tuberose,Jasmine Sambac,Magnolia	Patchouli,Sandalwood,Cedar			Perfumes	Eau De Parfum			
133848	181	01111001	541.98	520.27	48	Abercrombie & Fitch Authentic Night Woman Eau De Parfum 100 ml (woman)	Eau De Parfum	Abercrombie & Fitch	Authentic Night Woman	085715000750	100 ml	Female	Black Currant,Apple,Pink Pepper	Tuberose,Jasmine Sambac,Magnolia	Patchouli,Sandalwood,Cedar			Perfumes	Eau De Parfum			
135367	9	01111001	374.34			Abercrombie & Fitch Authentic Night Woman Eau De Parfum 30 ml (woman)	Eau De Parfum	Abercrombie & Fitch	Authentic Night Woman	85715169006	30 ml	Female	Black Currant,Apple,Pink Pepper	Tuberose,Jasmine Sambac,Magnolia	Patchouli,Sandalwood,Cedar			Perfumes	Eau De Parfum			
151629	78	01111001	601.31	577.43	48	Abercrombie & Fitch Authentic Self Woman Eau De Parfum 100 ml (woman)	Eau De Parfum	Abercrombie & Fitch	Authentic Self Woman	085715168405	100 ml	Female	Lemon Zest,Gooseberry,Pear	Freesia,Lily-of-the-Valley,Jasmine	Musk,Cedar,Sandalwood			Perfumes	Eau De Parfum			
17808	78	01111001	404.25	388.09	48	Abercrombie & Fitch Authentic Woman Eau De Parfum 50 ml (woman)	Eau De Parfum	Abercrombie & Fitch	Authentic Woman	085715166524	50 ml	Female	Pear,mandarin,Red Currant	Magnolia,Nectarine,Lily-of-the-Valley	Ambrette (Musk Mallow),Cedar,Sandalwood			Perfumes	Eau De Parfum			
161929	7	01111001	490.60			Abercrombie & Fitch Authentic Woman EDP 100 ml + EDP 15 ml + BL 200 ml (woman)	Gift Set EDP	Abercrombie & Fitch	Authentic Woman	85715166470	1 pcs	Female	Pear,mandarin,Red Currant	Magnolia,Nectarine,Lily-of-the-Valley	Ambrette (Musk Mallow),Cedar,Sandalwood			Perfumes	Gift Set EDP			
151591	478	01111000	15.92	15.20	48	Abercrombie & Fitch Away Man Eau De Toilette - X sample 1 ml (man)	Eau De Toilette - X sample	Abercrombie & Fitch	Away Man		1 ml	Male	Violet,Pineapple,Grapefruit	Geranium,Ginger,Pepper	Vetiver,Woody Notes,Sandalwood			Perfumes	Eau De Toilette - X sample			
135365	49	01111001	623.98	599.14	48	Abercrombie & Fitch Away Man Eau De Toilette 100 ml (man)	Eau De Toilette	Abercrombie & Fitch	Away Man	85715169709	100 ml	Male	Violet,Pineapple,Grapefruit	Geranium,Ginger,Pepper	Vetiver,Woody Notes,Sandalwood			Perfumes	Eau De Toilette			
156467	56	01111000	15.20	14.47	48	Abercrombie & Fitch Away Tonight Man Eau De Toilette - X sample 1 ml (man)	Eau De Toilette - X sample	Abercrombie & Fitch	Away Tonight Man		1 ml	Male	Bergamot,pink grapefruit,Pink Pepper	Vetiver,Geranium,Carrot	Sandalwood,Patchouli,Cedar			Perfumes	Eau De Toilette - X sample			
150812	33	01111001	295.23			Abercrombie & Fitch Away Tonight Man Eau De Toilette 50 ml (man)	Eau De Toilette	Abercrombie & Fitch	Away Tonight Man	85715169310	50 ml	Male	Bergamot,pink grapefruit,Pink Pepper	Vetiver,Geranium,Carrot	Sandalwood,Patchouli,Cedar			Perfumes	Eau De Toilette			
168199	2	01111001	408.11			Abercrombie & Fitch Away Tonight Woman Eau De Parfum 50 ml (woman)	Eau De Parfum	Abercrombie & Fitch	Away Tonight Woman	85715169914	50 ml	Female	Pink Pepper,pink grapefruit,Freesia	Heliotrope,Jasmine,Lily-of-the-Valley	siam benzoin,Cashmere Wood,Tonka Bean			Perfumes	Eau De Parfum			
155070	27	01111001	404.73			Abercrombie & Fitch Away Weekend Man Eau De Toilette 100 ml (man)	Eau De Toilette	Abercrombie & Fitch	Away Weekend Man	85715169402	100 ml	Male	Bergamot,Apple,Cardamom,Clementine	Lavender,Clary Sage,Cypress,Rosemary	Atlas Cedr,Patchouli,cacao			Perfumes	Eau De Toilette			
155699	3	01111001	283.17			Abercrombie & Fitch Away Weekend Man Eau De Toilette 30 ml (man)	Eau De Toilette	Abercrombie & Fitch	Away Weekend Man	85715169426	30 ml	Male	Bergamot,Apple,Cardamom,Clementine	Lavender,Clary Sage,Cypress,Rosemary	Atlas Cedr,Patchouli,cacao			Perfumes	Eau De Toilette			
155080	23	01111001	332.13			Abercrombie & Fitch Away Weekend Man Eau De Toilette 50 ml (man)	Eau De Toilette	Abercrombie & Fitch	Away Weekend Man	85715169419	50 ml	Male	Bergamot,Apple,Cardamom,Clementine	Lavender,Clary Sage,Cypress,Rosemary	Atlas Cedr,Patchouli,cacao			Perfumes	Eau De Toilette			
155082	43	01111000	242.65			Abercrombie & Fitch Away Weekend Woman Eau De Parfum - tester 100 ml (woman)	Eau De Parfum - tester	Abercrombie & Fitch	Away Weekend Woman	85715167477	100 ml	Female	White Tea,Rhubarb,Fig	Clary Sage,Lavender,Jasmine	Musk,Ambroxan,Tonka Bean			Perfumes	Eau De Parfum - tester			
155698	19	01111001	517.62			Abercrombie & Fitch Away Weekend Woman Eau De Parfum 100 ml (woman)	Eau De Parfum	Abercrombie & Fitch	Away Weekend Woman	85715169952	100 ml	Female	White Tea,Rhubarb,Fig	Clary Sage,Lavender,Jasmine	Musk,Ambroxan,Tonka Bean			Perfumes	Eau De Parfum			
155079	38	01111001	217.56			Abercrombie & Fitch Away Weekend Woman Eau De Parfum 30 ml (woman)	Eau De Parfum	Abercrombie & Fitch	Away Weekend Woman	85715169976	30 ml	Female	White Tea,Rhubarb,Fig	Clary Sage,Lavender,Jasmine	Musk,Ambroxan,Tonka Bean			Perfumes	Eau De Parfum			
157892	40	01111001	297.88			Abercrombie & Fitch Away Weekend Woman Eau De Parfum 50 ml (woman)	Eau De Parfum	Abercrombie & Fitch	Away Weekend Woman	85715169969	50 ml	Female	White Tea,Rhubarb,Fig	Clary Sage,Lavender,Jasmine	Musk,Ambroxan,Tonka Bean			Perfumes	Eau De Parfum			
171458	67	01111000	14.71	13.99	48	Abercrombie & Fitch Away Woman Eau de Parfum - X sample 1 ml (woman)	Eau de Parfum - X sample	Abercrombie & Fitch	Away Woman		1 ml	Female	Pear,Red Currant,mandarin	Jasmine,Freesia,Lily-of-the-Valley	Pralines,Sandalwood,Amber			Perfumes	Eau de Parfum - X sample			
136226	48	01111001	522.92	501.94	48	Abercrombie & Fitch Away Woman Eau De Parfum 100 ml (woman)	Eau De Parfum	Abercrombie & Fitch	Away Woman	85715169808	100 ml	Female	Pear,Red Currant,mandarin	Jasmine,Freesia,Lily-of-the-Valley	Pralines,Sandalwood,Amber			Perfumes	Eau De Parfum			
136225	47	01111001	486.02			Abercrombie & Fitch Away Woman Eau De Parfum 50 ml (woman)	Eau De Parfum	Abercrombie & Fitch	Away Woman	85715169815	50 ml	Female	Pear,Red Currant,mandarin	Jasmine,Freesia,Lily-of-the-Valley	Pralines,Sandalwood,Amber			Perfumes	Eau De Parfum			
94262	500	01111000	20.50	19.78	12	Abercrombie & Fitch Fierce Eau de Cologne - X sample 1 ml (man)	Eau de Cologne - X sample	Abercrombie & Fitch	Fierce		1 ml	Male	Sea Breeze	Sandalwood	Woody Notes			Perfumes	Eau de Cologne - X sample			
80672	500	01111001	590.46	558.14	120	Abercrombie & Fitch Fierce Eau de Cologne 100 ml (man)	Eau de Cologne	Abercrombie & Fitch	Fierce	85715169587	100 ml	Male	Sea Breeze	Sandalwood	Woody Notes			Perfumes	Eau de Cologne			
